Ride_ID;Driver_ID;Customer_ID;Driver_Name;Pickup_Location;Dropoff_Location;Ride_Start_Time;Ride_End_Time;Ride_Fare;Day_of_Week;Hour_of_Day;Peak_Hours;Driver_Rating;Past_Cancellations;Weather_Condition;Traffic_Condition;Cancellation_Reason;Cancellation_Status
8327dc83-5496-483f-8f62-0db0ce1825ab;1011;2011;Laura Thomas;Crystalview;Lake Amy;2025-01-01 08:56:32;2025-01-01 08:56:32;27,9;Wednesday;8;1;3,5;2;Foggy;High;Traffic conditions;Completed
efebb6dc-2781-42fe-8119-5dd9fde6cf59;1012;2012;Sophia Harris;Ericside;Charlesville;2025-01-01 00:13:56;2025-01-01 10:36:59;58,59;Wednesday;0;0;5,0;3;Rainy;Low;Traffic conditions;Completed
7a66b876-557f-4561-a78a-ec16e9daf43a;1013;2013;Sophia Harris;Lake Ashleychester;Bankston;2025-01-01 08:31:58;2025-01-01 12:26:31;38,44;Wednesday;8;1;4,7;5;Foggy;High;Other;Completed
1ade1d64-7765-4da9-bd99-7a5e7e0eb7e4;1014;2014;John Smith;Berryside;North Brandonstad;2025-01-01 04:50:25;2025-01-01 12:09:26;23,04;Wednesday;4;0;3,8;4;Foggy;Low;;Completed
39bdb85c-db65-4733-bf87-0ef15730d979;1015;2015;Laura Thomas;East Aprilfurt;Mcfarlandfurt;2025-01-01 08:42:49;2025-01-01 12:13:29;15,73;Wednesday;8;1;3,8;1;Stormy;High;Driver requested offline trip;Completed
a280b84c-dabe-4eec-8475-1d027c9498ca;1016;2016;Daniel Anderson;Nicoleburgh;Herreraberg;2025-01-01 11:27:39;2025-01-01 11:27:39;22,55;Wednesday;11;0;3,8;5;Clear;Medium;Traffic conditions;Completed
b9d098c9-2bbc-4722-abf4-d947622a8785;1017;2017;James White;East Nicoleburgh;East Robinton;2025-01-01 01:20:00;2025-01-01 02:08:38;80,98;Wednesday;1;0;4,0;4;Clear;Low;Driver requested offline trip;Completed
b781ba4c-64ab-46ea-810c-78c191b74eb4;1018;2018;Sophia Harris;Lake Thomaston;Mejiatown;2025-01-01 10:07:47;2025-01-01 11:17:03;87,92;Wednesday;10;1;4,3;0;Foggy;Medium;Traffic conditions;Completed
313ab9ea-9b1c-4b72-960b-c1b0d8222ba6;1019;2019;Emily Johnson;Lake Gregoryville;Riveratown;2025-01-01 00:30:17;2025-01-01 13:08:41;77,19;Wednesday;0;0;4,1;5;Stormy;Low;Driver requested offline trip;Completed
85e7b631-9abb-4fb9-bc4f-f38f6ed3f68e;1020;2020;James White;Karenfurt;Jonesstad;2025-01-01 00:16:08;2025-01-01 00:44:46;93,18;Wednesday;0;0;3,9;2;Foggy;Low;Customer no-show;Completed
e06759f9-f6dc-4316-b58c-82ff545bc4b5;1021;2021;Michael Brown;Williamton;Johnsonland;2025-01-01 09:35:07;2025-01-01 09:35:07;23,05;Wednesday;9;1;4,4;3;Foggy;High;Traffic conditions;Cancelled
5c586781-19ce-4678-b110-53bc0795c3fb;1022;2022;Laura Thomas;Jonstad;Emilymouth;2025-01-01 10:15:00;2025-01-01 10:15:00;57,56;Wednesday;10;1;3,7;4;Rainy;Medium;Customer no-show;Cancelled
e77cc5bb-9938-4ad2-b076-928006a383a6;1023;2023;Emily Johnson;New Charles;North Pamelaville;2025-01-01 08:34:41;2025-01-01 08:34:41;88,43;Wednesday;8;1;3,9;3;Stormy;High;Traffic conditions;Completed
25ee9e40-de5f-4e27-9699-a5f68873f563;1024;2024;Laura Thomas;West Patricktown;Wellsside;2025-01-01 02:29:27;2025-01-01 04:13:48;7,03;Wednesday;2;0;4,0;4;Clear;Low;Traffic conditions;Completed
5cc58559-c17c-46f5-817d-29aebae13b14;1025;2025;David Wilson;Peggyland;Port Alexanderberg;2025-01-01 06:49:58;2025-01-01 09:34:46;10,53;Wednesday;6;0;4,2;5;Clear;Low;Other;Completed
6d480b5f-658e-4a4f-a368-21460bbc9f9f;1026;2026;Sophia Harris;Lawrenceview;Hodgeschester;2025-01-01 11:55:50;2025-01-01 11:55:50;9,94;Wednesday;11;0;4,7;0;Clear;Medium;Driver requested offline trip;Cancelled
9161d224-3e46-413e-ab17-e14eaa2081c7;1027;2027;John Smith;West Travis;West Michellefort;2025-01-01 02:19:37;2025-01-01 02:19:37;39,42;Wednesday;2;0;3,8;1;Foggy;Low;Driver requested offline trip;Completed
63b2b6b8-1100-4647-ae60-f1f0d59e6c51;1028;2028;Daniel Anderson;North Melissa;West Brookeview;2025-01-01 10:29:10;2025-01-01 11:23:25;52,41;Wednesday;10;1;4,3;3;Stormy;Medium;Driver requested offline trip;Completed
74d6c79b-8119-49e3-83e4-2198912e7ef9;1029;2029;Laura Thomas;Waltonside;New Kenneth;2025-01-01 04:08:17;2025-01-01 05:31:15;91,54;Wednesday;4;0;4,4;3;Rainy;Low;;Completed
7c6f5908-336c-4343-8b3b-e275fa0eb2de;1030;2030;David Wilson;Fernandezmouth;Crawfordtown;2025-01-01 11:29:59;2025-01-01 11:29:59;28,63;Wednesday;11;0;3,6;1;Clear;Medium;Traffic conditions;Completed
ee92ecb7-7048-4e01-a0fe-297950bbbe2c;1031;2031;Sarah Davis;New Stephen;West Kelly;2025-01-01 08:25:56;2025-01-01 10:02:55;70,64;Wednesday;8;1;4,4;3;Stormy;High;Other;Cancelled
4fc2d24b-646b-4fae-b6d2-8512fe857d14;1032;2032;James White;East Michaelborough;North Brentchester;2025-01-01 04:05:00;2025-01-01 04:05:00;52,91;Wednesday;4;0;3,8;3;Clear;Low;;Completed
ec40d5c8-10c3-4087-b021-9af16dcb75ff;1033;2033;Emily Johnson;Millerhaven;Lake Natalie;2025-01-01 05:55:40;2025-01-01 08:13:59;10,59;Wednesday;5;0;3,6;4;Rainy;Low;;Cancelled
ee5184aa-e859-4bcc-a7b9-6a9bce70ac54;1034;2034;John Smith;Port Scottfort;Donaldmouth;2025-01-01 01:31:45;2025-01-01 12:08:20;27,98;Wednesday;1;0;4,9;4;Stormy;Low;Driver requested offline trip;Completed
d9d7b54b-35cc-4832-af2b-4f6760d76a62;1035;2035;James White;Lake Tara;Andrewtown;2025-01-01 07:28:46;2025-01-01 09:20:29;77,92;Wednesday;7;1;4,9;1;Foggy;High;Customer no-show;Completed
274c08c3-7c3d-4ae7-b06e-733a8d4e0401;1036;2036;James White;Lake Ashlee;Katherinestad;2025-01-01 07:08:01;2025-01-01 10:39:55;10,48;Wednesday;7;1;4,7;0;Foggy;High;Customer no-show;Completed
dd43987f-1197-4c44-aa41-b39bd10be817;1037;2037;John Smith;New Henrymouth;Hineston;2025-01-01 12:20:32;2025-01-01 12:20:32;22,83;Wednesday;12;0;4,0;5;Clear;Medium;Driver requested offline trip;Completed
947cb5a6-958a-4580-80ab-b500295b914e;1038;2038;Jessica Martinez;East Robertport;South Stacy;2025-01-01 01:01:57;2025-01-01 03:21:25;73,53;Wednesday;1;0;3,6;5;Clear;Low;Customer no-show;Cancelled
792af8a2-83e6-4f0f-be13-d2d53c2476aa;1039;2039;James White;West Samuel;South Samantha;2025-01-01 10:11:50;2025-01-01 10:11:50;97,4;Wednesday;10;1;4,5;3;Stormy;Medium;;Completed
4ed6137f-ea11-47ca-a7a8-d8228f2e2605;1040;2040;Michael Brown;West Jamesview;Paulchester;2025-01-01 12:43:33;2025-01-01 12:43:33;64,85;Wednesday;12;0;4,2;0;Rainy;Medium;Driver requested offline trip;Completed
ad8a6cec-a5dd-4f6e-bc4c-38eb93928dda;1041;2041;John Smith;South Danny;Kevinside;2025-01-01 08:53:44;2025-01-01 08:53:44;59,16;Wednesday;8;1;3,7;1;Clear;High;Traffic conditions;Completed
bca89b8c-1eec-4c79-9a45-cf79798cea5e;1042;2042;Daniel Anderson;North Matthew;Harrellland;2025-01-01 10:42:26;2025-01-01 10:42:26;5,41;Wednesday;10;1;4,2;1;Stormy;Medium;Driver requested offline trip;Completed
182bdade-45c9-469e-a5c0-e3db80a99a71;1043;2043;Sarah Davis;West Carol;Perezborough;2025-01-01 04:08:10;2025-01-01 12:40:59;18,95;Wednesday;4;0;3,6;4;Rainy;Low;Traffic conditions;Completed
028f2236-d6a8-49f4-8c81-e63a7249bdbb;1044;2044;Laura Thomas;New Michelle;West Andreafort;2025-01-01 05:14:32;2025-01-01 05:35:23;11,01;Wednesday;5;0;4,9;3;Clear;Low;Other;Cancelled
1b4f199f-a5ec-4658-b4cd-73c062e99015;1045;2045;Sophia Harris;Lake Gregoryville;North Davidfurt;2025-01-01 10:47:09;2025-01-01 10:47:09;77,34;Wednesday;10;1;3,9;2;Clear;Medium;;Completed
4e43a96a-7f9b-4208-b53f-cf51da2bcb3a;1046;2046;David Wilson;Matthewmouth;Kristaburgh;2025-01-01 03:35:55;2025-01-01 03:35:55;54,18;Wednesday;3;0;4,5;1;Stormy;Low;Driver requested offline trip;Completed
810fdc3b-c441-44e0-8609-d4d608da6854;1047;2047;Emily Johnson;Amandashire;Port Sharonside;2025-01-01 12:16:57;2025-01-01 12:16:57;94,47;Wednesday;12;0;4,0;3;Clear;Medium;;Completed
ee37aa32-c3de-4ae1-8e5b-e04fe878b3b0;1048;2048;Sarah Davis;Lake Alice;South Juan;2025-01-01 09:35:31;2025-01-01 09:35:31;38,05;Wednesday;9;1;4,3;0;Foggy;High;Customer no-show;Completed
987af123-d5a9-4547-b0e3-48bc363e5f8e;1049;2049;Laura Thomas;Brownmouth;New Jason;2025-01-01 11:07:59;2025-01-01 11:07:59;60,27;Wednesday;11;0;4,3;4;Rainy;Medium;Customer no-show;Completed
7c7a0337-01b6-492d-a8e5-eb79545fd317;1050;2050;James White;Montesville;Clarkshire;2025-01-01 05:33:10;2025-01-01 10:14:40;46,18;Wednesday;5;0;3,8;5;Rainy;Low;Customer no-show;Completed
42360d3a-f680-43e6-bd26-fd02a4a2555d;1051;2051;Sarah Davis;Michaeltown;East Kimberly;2025-01-01 06:29:23;2025-01-01 06:29:23;34,11;Wednesday;6;0;5,0;0;Foggy;Low;;Completed
4fe89c67-df2a-46cb-b0fd-373e639a7747;1052;2052;David Wilson;Teresaville;Lake Daleport;2025-01-01 07:16:35;2025-01-01 07:16:35;86,91;Wednesday;7;1;4,7;1;Stormy;High;Customer no-show;Cancelled
3b80b9e1-553e-4451-8819-0e90eb141555;1053;2053;James White;West Toni;Lake Michelleborough;2025-01-01 08:36:48;2025-01-01 08:36:48;90,99;Wednesday;8;1;4,9;1;Foggy;High;;Cancelled
13cc3713-bd53-4040-b252-c30f7964834a;1054;2054;Emily Johnson;Justinshire;Harristown;2025-01-01 11:43:25;2025-01-01 11:43:25;64,37;Wednesday;11;0;4,8;0;Foggy;Medium;Traffic conditions;Completed
c00b460b-f787-4d8a-ab0e-7a8ed23bda0e;1055;2055;Sarah Davis;East Jeremy;Brownton;2025-01-01 05:33:09;2025-01-01 05:33:09;89,32;Wednesday;5;0;4,4;1;Rainy;Low;Other;Cancelled
5ee48ae3-0269-49b4-babf-a6bca9cc039a;1056;2056;Michael Brown;North Vanessa;North Williammouth;2025-01-01 10:34:58;2025-01-01 12:41:00;33,98;Wednesday;10;1;4,9;3;Stormy;Medium;Other;Completed
29812cfe-6c7f-4686-a2be-1594f8f913ff;1057;2057;John Smith;Port Keithland;Lake Savannahberg;2025-01-01 12:55:52;2025-01-01 12:55:52;25,13;Wednesday;12;0;3,6;1;Clear;Medium;Customer no-show;Completed
cecda548-23d8-4ec0-afbc-ed706a18054e;1058;2058;Daniel Anderson;Samanthaland;Philipland;2025-01-01 09:17:10;2025-01-01 09:17:10;36,86;Wednesday;9;1;3,8;4;Foggy;High;Driver requested offline trip;Completed
e1b8d87f-ad59-46f9-bf59-98cce82ca15c;1059;2059;John Smith;Lake Joshuachester;Port Ryan;2025-01-01 05:46:46;2025-01-01 06:20:07;55,91;Wednesday;5;0;3,6;3;Foggy;Low;Driver requested offline trip;Completed
5c68be8b-7a31-40f4-abc9-174834de1226;1060;2060;Sophia Harris;Garrettview;Poolebury;2025-01-01 05:26:18;2025-01-01 10:18:56;57,95;Wednesday;5;0;4,0;2;Stormy;Low;Traffic conditions;Completed
5064aee6-47a3-4a65-b976-8948809f252b;1061;2061;David Wilson;Padillaborough;Pacemouth;2025-01-01 11:09:48;2025-01-01 11:09:48;41,38;Wednesday;11;0;4,1;1;Foggy;Medium;Traffic conditions;Completed
b8ce17aa-a88c-418b-ae4a-f9c92afd9420;1062;2062;Emily Johnson;East Jillmouth;Garzamouth;2025-01-01 03:12:05;2025-01-01 08:30:20;67,61;Wednesday;3;0;3,9;1;Stormy;Low;Traffic conditions;Cancelled
42f91237-2e48-4b40-b4f7-c970e5378de2;1063;2063;James White;Thompsonborough;East Ryan;2025-01-01 07:50:04;2025-01-01 07:50:04;91,63;Wednesday;7;1;4,7;4;Clear;High;Customer no-show;Completed
2655a3d5-0c4a-4512-98f7-a860d641acd1;1064;2064;Sarah Davis;Davidport;Lake Cynthia;2025-01-01 09:43:31;2025-01-01 12:16:04;62,86;Wednesday;9;1;4,0;4;Stormy;High;Customer no-show;Cancelled
12aec89a-a1fb-40fc-adf9-57c345472e07;1065;2065;James White;North Josephmouth;South Matthewville;2025-01-01 01:02:44;2025-01-01 12:55:21;36,55;Wednesday;1;0;3,9;5;Clear;Low;Driver requested offline trip;Completed
2504e8ac-a02c-422e-9e95-eb38febcacb1;1066;2066;Michael Brown;Figueroashire;Lake Samanthaport;2025-01-01 02:28:01;2025-01-01 05:05:24;26,01;Wednesday;2;0;4,3;0;Stormy;Low;Driver requested offline trip;Completed
5de6164b-2665-41d2-9933-60978279b4f9;1067;2067;Emily Johnson;Herrerafurt;Lake Anthonychester;2025-01-01 09:48:48;2025-01-01 09:48:48;52,75;Wednesday;9;1;3,7;0;Foggy;High;Other;Completed
4d9ab361-b450-46a8-bce2-3e4fa79dc7b0;1068;2068;Daniel Anderson;South Victor;Pageport;2025-01-01 09:10:51;2025-01-01 09:10:51;10,12;Wednesday;9;1;4,7;0;Clear;High;Customer no-show;Completed
7a38380e-894c-4b11-9900-e263128d1518;1069;2069;Daniel Anderson;Lake Mindyshire;New Thomas;2025-01-01 07:40:01;2025-01-01 12:10:14;44,26;Wednesday;7;1;3,6;4;Foggy;High;;Cancelled
c2ca1209-4b4f-4387-9ab1-b5dac0b5ee17;1070;2070;Sarah Davis;Williamview;Port Sandraville;2025-01-01 12:53:57;2025-01-01 12:53:57;48,99;Wednesday;12;0;5,0;0;Clear;Medium;Traffic conditions;Completed
237f069d-33e3-4364-ab97-1d33cacd2d8e;1071;2071;Laura Thomas;North Scottland;Lake Cynthiaport;2025-01-01 00:07:32;2025-01-01 07:04:49;37,44;Wednesday;0;0;4,7;0;Stormy;Low;Other;Completed
73774899-3ee6-472e-8493-111fdbdc00b7;1072;2072;Emily Johnson;North Tinastad;Brookebury;2025-01-01 08:33:58;2025-01-01 09:14:52;75,5;Wednesday;8;1;3,8;2;Stormy;High;Customer no-show;Completed
468ebac6-ca84-43fe-bbf5-619fb5dc6bb6;1073;2073;James White;East Wesleymouth;Robertton;2025-01-01 07:34:03;2025-01-01 07:34:03;35,65;Wednesday;7;1;3,5;0;Stormy;High;Driver requested offline trip;Completed
caeb1677-e066-4c81-a796-a629d4f58266;1074;2074;Daniel Anderson;Dixontown;East Charles;2025-01-01 04:25:19;2025-01-01 06:30:16;71,66;Wednesday;4;0;4,7;1;Rainy;Low;Driver requested offline trip;Completed
9f89996f-c2a8-4ae7-8e4e-b72dfea65bc3;1075;2075;John Smith;East Brianville;Hendrixtown;2025-01-01 04:17:46;2025-01-01 04:17:46;60,39;Wednesday;4;0;4,6;5;Rainy;Low;Customer no-show;Completed
c32891e8-8b6c-4b5f-aca5-fd0b7a72bd36;1076;2076;Michael Brown;South Theresamouth;Port Danielshire;2025-01-01 03:12:43;2025-01-01 12:20:18;67,58;Wednesday;3;0;4,6;4;Clear;Low;Driver requested offline trip;Completed
c655db32-15c2-4687-b3ab-f8ac809a6eca;1077;2077;Emily Johnson;North Allison;North Beverlyside;2025-01-01 07:20:30;2025-01-01 07:20:30;5,58;Wednesday;7;1;4,7;3;Rainy;High;Driver requested offline trip;Completed
5fbaed15-82d4-4833-b223-4361dd8e7797;1078;2078;Sarah Davis;Matthewmouth;Charleschester;2025-01-01 10:36:38;2025-01-01 10:36:38;86,53;Wednesday;10;1;3,6;5;Stormy;Medium;Customer no-show;Completed
161306ce-e5eb-4a86-8666-d0d4aba60590;1079;2079;Emily Johnson;Josephfurt;East Jenny;2025-01-01 01:42:26;2025-01-01 07:46:33;59,23;Wednesday;1;0;4,0;2;Rainy;Low;Other;Completed
4d2741db-fcb6-472f-9de7-2f7c9dd07052;1080;2080;Sophia Harris;Michaelmouth;East Briannamouth;2025-01-01 07:44:26;2025-01-01 12:04:02;5,11;Wednesday;7;1;3,7;4;Rainy;High;Driver requested offline trip;Completed
40635d6b-c856-437a-a5b2-5f3fe94cfea5;1081;2081;John Smith;Jamesberg;Gillland;2025-01-01 06:29:29;2025-01-01 07:36:10;35,8;Wednesday;6;0;4,8;4;Foggy;Low;Other;Completed
bc6a8657-5a76-452b-8a29-e4b3e1f0b114;1082;2082;James White;Lake Paul;Carolview;2025-01-01 09:37:47;2025-01-01 12:39:40;40,74;Wednesday;9;1;4,4;1;Clear;High;Other;Completed
8d63e114-153c-41e8-919d-e697b09d8c8d;1083;2083;Sarah Davis;West David;Rachelfort;2025-01-01 08:14:40;2025-01-01 08:14:40;57,35;Wednesday;8;1;4,0;5;Clear;High;Traffic conditions;Cancelled
c0e12794-fcf9-49ce-8a70-b5959b32aeb2;1084;2084;David Wilson;Hernandezborough;North Veronicashire;2025-01-01 03:52:18;2025-01-01 06:04:25;8,47;Wednesday;3;0;3,6;5;Clear;Low;Traffic conditions;Completed
9ec97d09-c1a6-47ee-a5df-6544194562b1;1085;2085;James White;Port Destinymouth;Sullivanmouth;2025-01-01 05:51:01;2025-01-01 05:51:01;46,92;Wednesday;5;0;4,0;0;Rainy;Low;Driver requested offline trip;Completed
4f199a3a-9f9e-43b2-9e66-4ca6f9f28d35;1086;2086;Laura Thomas;Masonshire;New Andrea;2025-01-01 13:10:00;2025-01-01 13:10:00;72,68;Wednesday;13;0;4,0;1;Stormy;Medium;Customer no-show;Completed
1fcf5e5f-4b69-49bc-a250-2166ffa692e7;1087;2087;Daniel Anderson;East Melissachester;New Angela;2025-01-01 00:54:43;2025-01-01 08:02:28;38,06;Wednesday;0;0;4,6;0;Foggy;Low;Other;Completed
20ace8fa-dfe4-4eea-bc0b-ef73e946f928;1088;2088;John Smith;South Anna;West Stephanieberg;2025-01-01 01:40:32;2025-01-01 12:06:50;90,21;Wednesday;1;0;4,5;0;Clear;Low;Driver requested offline trip;Completed
a324aa55-4627-4bbe-ac16-92eeb0fa7b3a;1089;2089;Michael Brown;Lake Michelleberg;Ianborough;2025-01-01 08:58:00;2025-01-01 08:58:00;15,73;Wednesday;8;1;4,8;4;Rainy;High;Other;Cancelled
19e3dff9-46f3-454f-9b56-841f8d65ee56;1090;2090;Daniel Anderson;Lawrencestad;Amychester;2025-01-01 11:06:09;2025-01-01 11:06:09;48,33;Wednesday;11;0;4,2;5;Stormy;Medium;;Completed
77e44fc4-b653-4220-bcd4-e2151ef50f99;1091;2091;Daniel Anderson;Port Kimberly;Gregorymouth;2025-01-01 00:35:33;2025-01-01 08:20:23;11,86;Wednesday;0;0;3,7;0;Foggy;Low;;Completed
9d6b21ab-8b91-4d59-ad34-ea027ac1427e;1092;2092;Jessica Martinez;Cainstad;Lake Jacobfurt;2025-01-01 06:53:23;2025-01-01 06:53:23;46,94;Wednesday;6;0;4,6;2;Foggy;Low;Traffic conditions;Cancelled
93933296-71c5-491f-88f1-44c3eb8b42aa;1093;2093;David Wilson;Port Krystal;Newtonton;2025-01-01 03:43:19;2025-01-01 03:43:19;6,55;Wednesday;3;0;4,6;2;Clear;Low;Driver requested offline trip;Completed
9a680f91-24a5-459e-bc1d-86825121fc61;1094;2094;John Smith;Stevenport;Aprilfort;2025-01-01 11:19:03;2025-01-01 11:19:03;19,26;Wednesday;11;0;4,3;5;Clear;Medium;;Cancelled
a3000979-0c62-49dc-b3da-8810c9694097;1095;2095;James White;Williamsport;West Donaldville;2025-01-01 09:27:35;2025-01-01 10:29:20;20,89;Wednesday;9;1;4,7;2;Stormy;High;Customer no-show;Completed
89dbd791-257b-49e8-91ff-a5516f02858e;1096;2096;Laura Thomas;North Lori;New Angelabury;2025-01-01 02:46:39;2025-01-01 02:46:39;70,01;Wednesday;2;0;4,2;4;Rainy;Low;Other;Completed
df79516e-69bf-444a-89ef-8bb232e51f37;1097;2097;James White;Kimberlyburgh;New Kirsten;2025-01-01 12:41:42;2025-01-01 12:41:42;78,07;Wednesday;12;0;4,3;1;Stormy;Medium;Customer no-show;Completed
8772654d-cb60-4d3f-8bb1-fef233083e68;1098;2098;Sophia Harris;Jillborough;South Alexander;2025-01-01 07:09:39;2025-01-01 07:09:39;99,85;Wednesday;7;1;4,1;3;Clear;High;Driver requested offline trip;Completed
909eef70-6297-4214-bd39-9723ccbcc7f4;1099;2099;John Smith;Donaldhaven;Durhamchester;2025-01-01 07:00:18;2025-01-01 08:28:12;6,18;Wednesday;7;1;3,5;0;Stormy;High;;Completed
c21d01ae-970b-478c-962a-cbef2e3a5903;1100;2100;Michael Brown;New Brittanychester;North Howardstad;2025-01-01 04:24:03;2025-01-01 07:32:08;66,68;Wednesday;4;0;3,7;3;Rainy;Low;Driver requested offline trip;Completed
be1cfac3-9e77-4adb-ab25-7a3536826a4d;1101;2101;Sophia Harris;North Michelleland;Port Nicolemouth;2025-01-01 09:03:55;2025-01-01 09:03:55;96,27;Wednesday;9;1;3,5;1;Foggy;High;;Completed
a1186d1a-4ca3-4e49-b55d-13874275489f;1102;2102;Emily Johnson;Thomasburgh;South Michelleville;2025-01-01 00:33:01;2025-01-01 10:10:05;19,33;Wednesday;0;0;4,5;1;Foggy;Low;Traffic conditions;Completed
49c75e97-6733-4809-b559-fc0a1e6c4b74;1103;2103;James White;Pattonland;Port Amyville;2025-01-01 07:02:09;2025-01-01 07:02:09;91,53;Wednesday;7;1;4,0;4;Foggy;High;Traffic conditions;Completed
ab6879ce-b3f5-45d0-bacb-14a00a9e8256;1104;2104;Michael Brown;South Kyle;Lindabury;2025-01-01 09:18:33;2025-01-01 11:06:57;25,99;Wednesday;9;1;4,3;2;Foggy;High;;Completed
75936b86-d89d-47c8-84a5-f8924f7c2825;1105;2105;Jessica Martinez;New Madisonton;Port Jenniferview;2025-01-01 04:27:49;2025-01-01 04:27:49;53,51;Wednesday;4;0;4,9;2;Clear;Low;Customer no-show;Completed
b4a06225-eb41-4493-9ade-7d006e780f60;1106;2106;Sophia Harris;Melaniemouth;West Nancy;2025-01-01 03:47:31;2025-01-01 08:14:45;62,91;Wednesday;3;0;3,9;1;Clear;Low;Customer no-show;Completed
a6a905e8-c084-45b5-a4fd-df598dc94478;1107;2107;James White;Paulview;New Nicoleville;2025-01-01 12:06:51;2025-01-01 12:06:51;70,96;Wednesday;12;0;4,1;4;Rainy;Medium;Traffic conditions;Completed
646cee52-4a44-462b-8694-5e3de2157c83;1108;2108;James White;Lake Hollyside;North David;2025-01-01 11:05:22;2025-01-01 12:47:10;70,3;Wednesday;11;0;4,6;4;Rainy;Medium;Customer no-show;Completed
c2705294-69af-4c15-9a95-865b7879e2e1;1109;2109;Sophia Harris;Port Jeffrey;Molinatown;2025-01-01 07:14:03;2025-01-01 07:14:03;42,82;Wednesday;7;1;3,8;5;Rainy;High;Traffic conditions;Cancelled
f1978fdd-4c7f-4eb2-8b53-2bf2c2136eb8;1110;2110;James White;North Christopher;Murphyberg;2025-01-01 02:19:56;2025-01-01 10:50:57;77,78;Wednesday;2;0;3,6;0;Rainy;Low;Driver requested offline trip;Completed
653c45db-80ec-457d-94ae-d567fe313606;1111;2111;Sophia Harris;Port Maryside;South Meganside;2025-01-01 09:47:54;2025-01-01 09:47:54;61,81;Wednesday;9;1;3,9;2;Stormy;High;Driver requested offline trip;Cancelled
f0e58dc1-7df6-4967-a82d-9a5e6927526f;1112;2112;Sarah Davis;Clarkfurt;South Daisy;2025-01-01 13:08:08;2025-01-01 13:08:08;6,09;Wednesday;13;0;3,7;1;Rainy;Medium;Traffic conditions;Completed
85983a11-dd69-4b46-854e-eb3872ecd74f;1113;2113;John Smith;Chrismouth;Nguyenmouth;2025-01-01 03:19:46;2025-01-01 05:16:59;62,53;Wednesday;3;0;4,9;5;Foggy;Low;Driver requested offline trip;Completed
badb6eec-4bbf-4ab0-b8e9-375983e910ad;1114;2114;Laura Thomas;West Thomas;Mckinneyberg;2025-01-01 06:34:30;2025-01-01 10:39:08;69,55;Wednesday;6;0;4,7;3;Foggy;Low;Traffic conditions;Completed
9a68d716-2afd-451b-b943-a6857cd979b3;1115;2115;John Smith;Zimmermanburgh;East Patricia;2025-01-01 06:31:33;2025-01-01 06:31:33;41,03;Wednesday;6;0;4,5;2;Foggy;Low;Customer no-show;Completed
