Ride_ID,Driver_ID,Customer_ID,Pickup_Location,Dropoff_Location,Ride_Start_Time,Ride_End_Time,Cancellation_Status,Cancellation_Reason,Ride_Fare,Day_of_Week,Hour_of_Day,Peak_Hours,Driver_Rating,Past_Cancellations,Weather_Condition,Traffic_Condition,Driver_Name
b7e92433-d8dc-4ea5-b526-8f973bfcb0e6,5818,6818,Andradeville,North Linda,2025-01-01 11:37:32,2025-01-01 11:37:32,Completed,Other,65.35,Wednesday,11,0,4.7,5,Clear,Medium,Michael Brown
fafa6742-d6ae-4d1b-a242-384ca50ace5d,1301,2301,Meganmouth,Nguyenton,2025-01-01 12:01:17,2025-01-01 12:01:17,Completed,Driver requested offline trip,32.24,Wednesday,12,0,3.6,1,Stormy,Medium,Sarah Davis
4e6a5fe5-f0b9-447d-89d8-9ff36b176cbe,3524,4524,Butlerside,South Andrea,2025-01-01 06:30:14,2025-01-01 06:30:14,Completed,Customer no-show,16.72,Wednesday,6,0,4.0,4,Rainy,Low,Laura Thomas
752f969c-93db-45c4-b34c-ff504dee44ab,2473,3473,Lake Jacob,East Juliefort,2025-01-01 02:13:30,2025-01-01 08:10:22,Completed,,57.7,Wednesday,2,0,4.8,5,Clear,Low,Daniel Anderson
3133502d-e1d5-41ee-a7e7-5eb3586fcc18,1284,2284,Benjaminland,South Kennethmouth,2025-01-01 03:28:57,2025-01-01 04:29:04,Completed,Customer no-show,74.58,Wednesday,3,0,3.6,5,Stormy,Low,Daniel Anderson
1cc14028-4759-4071-b2aa-2383c5ab29d4,5383,6383,South Dustinborough,Jamesport,2025-01-01 02:43:22,2025-01-01 08:34:12,Completed,Other,8.94,Wednesday,2,0,4.4,1,Clear,Low,Jessica Martinez
a7080133-e3b6-4c84-9077-e3960a725bef,3481,4481,Hayesburgh,Kennedyhaven,2025-01-01 00:23:46,2025-01-01 06:04:58,Completed,Traffic conditions,14.27,Wednesday,0,0,3.9,4,Stormy,Low,Jessica Martinez
4785444e-6789-45d4-89b3-49b402c763b4,5756,6756,Fletcherport,Georgeberg,2025-01-01 05:21:03,2025-01-01 06:03:12,Completed,,13.52,Wednesday,5,0,4.8,0,Foggy,Low,Michael Brown
5e23678f-4992-4cde-bed6-af2e04c671d4,4347,5347,Lake John,Aliview,2025-01-01 11:55:26,2025-01-01 11:55:26,Completed,,57.54,Wednesday,11,0,3.9,0,Clear,Medium,Sarah Davis
d27ecca9-9f45-4ce9-b94b-07b031559b3b,2814,3814,Lake John,Davidtown,2025-01-01 04:55:53,2025-01-01 05:33:45,Cancelled,Customer no-show,39.27,Wednesday,4,0,3.5,3,Clear,Low,Jessica Martinez
8dcda66e-7c8b-4a9b-8800-b975c6d00809,4888,5888,North Moniquestad,New Wendy,2025-01-01 08:11:38,2025-01-01 08:11:38,Completed,Driver requested offline trip,50.88,Wednesday,8,1,4.5,1,Foggy,High,John Smith
b56142c1-d0c2-41f6-99f1-d8223a101902,5314,6314,North Emily,Sellerstown,2025-01-01 10:33:56,2025-01-01 10:33:56,Completed,,49.84,Wednesday,10,1,4.8,5,Clear,Medium,Sarah Davis
ccee678a-b983-4ff5-93e0-a956ff9eb453,5142,6142,Richardburgh,South Timmouth,2025-01-01 09:11:25,2025-01-01 11:47:53,Completed,Traffic conditions,12.99,Wednesday,9,1,3.7,2,Rainy,High,Sophia Harris
bce3136d-cd29-477b-9745-5c18635fb532,6062,7062,Porterville,West Tarabury,2025-01-01 06:14:05,2025-01-01 10:41:56,Completed,Traffic conditions,77.4,Wednesday,6,0,4.9,5,Stormy,Low,John Smith
5c4d1cec-48f0-43dc-90a6-9e0eb8992be8,5828,6828,East Daniel,East Lori,2025-01-01 05:21:06,2025-01-01 10:10:20,Cancelled,Driver requested offline trip,81.76,Wednesday,5,0,3.8,0,Stormy,Low,Daniel Anderson
f858ca1b-da7d-432f-9712-fcf6c8e4dbf2,3933,4933,Davisville,Nicholehaven,2025-01-01 01:29:37,2025-01-01 07:52:32,Completed,Driver requested offline trip,14.45,Wednesday,1,0,3.6,3,Stormy,Low,Michael Brown
4b1991e7-31f9-4ead-b517-a8c5ffcfc46a,3120,4120,Lake Cindyhaven,Connietown,2025-01-01 04:53:15,2025-01-01 11:08:34,Completed,Driver requested offline trip,68.45,Wednesday,4,0,4.8,2,Rainy,Low,Sarah Davis
11ce048e-fee1-48de-aae4-fea578a0f115,6658,7658,North Samanthamouth,Lake Matthew,2025-01-01 06:23:24,2025-01-01 06:23:24,Cancelled,Driver requested offline trip,20.79,Wednesday,6,0,4.8,0,Clear,Low,Laura Thomas
01df1e28-0549-4ff9-b945-a4757263fd8c,5815,6815,Port Jacquelineland,Kelleyton,2025-01-01 06:10:28,2025-01-01 06:10:28,Completed,Customer no-show,18.1,Wednesday,6,0,4.7,0,Rainy,Low,Laura Thomas
a317ffd3-ea34-4ca5-85c1-3b277f72c52c,4808,5808,Deanshire,West Jessicaview,2025-01-01 05:25:04,2025-01-01 05:25:04,Completed,Customer no-show,31.33,Wednesday,5,0,4.0,4,Clear,Low,James White
3683a14a-45a9-4109-acc5-e35a978408b3,6706,7706,Huangshire,East Laurieburgh,2025-01-01 11:27:43,2025-01-01 11:27:43,Completed,,23.87,Wednesday,11,0,3.9,2,Clear,Medium,Daniel Anderson
5b3bbdce-51f2-462d-acdc-1aac5655401b,6775,7775,Harperton,Port Connie,2025-01-01 01:43:42,2025-01-01 06:42:46,Completed,Driver requested offline trip,57.13,Wednesday,1,0,3.5,0,Clear,Low,John Smith
b8ba5169-ca0d-4fca-8aa2-ca1e4cd9c18e,3331,4331,Merrittton,Jasonton,2025-01-01 13:08:19,2025-01-01 13:08:19,Cancelled,Other,82.32,Wednesday,13,0,3.9,2,Rainy,Medium,Michael Brown
df04cc49-a1b2-4b29-9173-9fca2cd67216,3030,4030,Davidsonville,Port Susantown,2025-01-01 12:31:12,2025-01-01 12:31:12,Completed,Customer no-show,40.44,Wednesday,12,0,4.5,3,Stormy,Medium,Michael Brown
67705bbf-d39b-46dc-a98c-43f9b7df400d,6465,7465,Bensonberg,West Taylor,2025-01-01 11:10:58,2025-01-01 11:10:58,Completed,Driver requested offline trip,16.94,Wednesday,11,0,3.9,0,Clear,Medium,Emily Johnson
4fa96344-b750-4fed-a6ab-f11952a58a0d,1258,2258,New Michaeltown,Carterland,2025-01-01 09:43:08,2025-01-01 10:55:48,Cancelled,Traffic conditions,16.64,Wednesday,9,1,4.5,1,Foggy,High,David Wilson
65f37147-6e2d-4890-bf15-7a0c410a80c5,1508,2508,New Williammouth,South Robert,2025-01-01 03:45:32,2025-01-01 10:39:36,Completed,Driver requested offline trip,37.42,Wednesday,3,0,4.7,2,Clear,Low,Emily Johnson
c40d0501-246b-4a8b-a239-89c2908fe346,2943,3943,West Robertoview,East Victoria,2025-01-01 04:58:41,2025-01-01 04:58:41,Completed,Driver requested offline trip,6.37,Wednesday,4,0,4.7,0,Rainy,Low,Jessica Martinez
c21d01ae-970b-478c-962a-cbef2e3a5903,1100,2100,New Brittanychester,North Howardstad,2025-01-01 04:24:03,2025-01-01 07:32:08,Completed,Driver requested offline trip,66.68,Wednesday,4,0,3.7,3,Rainy,Low,Michael Brown
485b8db0-3325-44da-8b6c-af8a848c0177,3956,4956,Burgessside,West Deborah,2025-01-01 02:50:26,2025-01-01 10:24:15,Completed,Customer no-show,48.77,Wednesday,2,0,4.5,4,Clear,Low,Daniel Anderson
5d2db5cc-2f06-4b58-8a92-87e3ac8e94ec,1745,2745,Lake Jeffery,Emilymouth,2025-01-01 09:23:08,2025-01-01 09:23:08,Cancelled,,17.8,Wednesday,9,1,3.8,3,Foggy,High,Michael Brown
1e1f2920-cd86-4b1b-9cbd-f466d450967b,5571,6571,East Brendastad,New Abigail,2025-01-01 12:56:57,2025-01-01 12:56:57,Completed,,74.1,Wednesday,12,0,4.3,5,Rainy,Medium,David Wilson
87d3625b-a45b-4542-b99a-3e2524872286,6553,7553,South Kimberlyhaven,Port Johnnybury,2025-01-01 02:12:00,2025-01-01 10:24:46,Completed,,45.13,Wednesday,2,0,4.9,4,Clear,Low,Sarah Davis
35ad04cd-315c-484e-b2a4-d8ab3d15e2eb,2376,3376,North Christinehaven,Stevenshaven,2025-01-01 12:42:41,2025-01-01 12:42:41,Cancelled,,77.76,Wednesday,12,0,4.8,3,Foggy,Medium,Michael Brown
c5249fa2-4c7b-4af7-962c-c9b330a1fead,4867,5867,Port Denisebury,East Ninabury,2025-01-01 02:56:04,2025-01-01 02:56:04,Completed,Driver requested offline trip,81.47,Wednesday,2,0,4.1,0,Foggy,Low,Jessica Martinez
834fa127-8db7-41ff-bc95-0652e7f59de9,4820,5820,Alexshire,New William,2025-01-01 08:42:25,2025-01-01 08:42:25,Completed,,80.86,Wednesday,8,1,4.2,3,Stormy,High,Emily Johnson
d08f246e-c697-4baf-b218-958f6bb35b58,4683,5683,Taylorland,Vanessaport,2025-01-01 06:35:08,2025-01-01 08:36:24,Cancelled,Driver requested offline trip,86.68,Wednesday,6,0,4.7,4,Clear,Low,James White
09942769-eb13-46df-b785-0031727d6d6d,2955,3955,Austinton,East Taylorton,2025-01-01 03:45:10,2025-01-01 03:45:10,Completed,Driver requested offline trip,31.66,Wednesday,3,0,5.0,2,Stormy,Low,Laura Thomas
8874064b-c01b-476e-91cf-10fea4c69159,5747,6747,Kaylastad,Haleyburgh,2025-01-01 11:41:14,2025-01-01 11:41:14,Completed,Driver requested offline trip,57.59,Wednesday,11,0,3.8,4,Clear,Medium,Laura Thomas
4de2f335-671c-4359-8ce2-460c10579445,2158,3158,Jasminemouth,Elizabethhaven,2025-01-01 01:30:42,2025-01-01 03:30:12,Completed,,52.3,Wednesday,1,0,4.8,1,Stormy,Low,Michael Brown
e1c7b9e4-0b32-41e6-81bc-342071f0bbf3,5369,6369,Brandonmouth,Sullivanberg,2025-01-01 01:20:27,2025-01-01 09:04:01,Completed,,25.98,Wednesday,1,0,3.7,0,Clear,Low,John Smith
1871f960-f8fd-4434-89a9-4618faeb64d4,4366,5366,South Robert,South Jack,2025-01-01 06:21:33,2025-01-01 06:21:33,Completed,Customer no-show,29.58,Wednesday,6,0,4.5,5,Clear,Low,Michael Brown
0944bef4-e205-43a8-9edb-60a5f53faa0e,5906,6906,Kathrynport,Porterside,2025-01-01 10:55:55,2025-01-01 10:55:55,Completed,Driver requested offline trip,96.87,Wednesday,10,1,3.7,4,Foggy,Medium,John Smith
e64b34a8-295a-4749-87c4-8efb7eec9171,2438,3438,East Eddiestad,New Richardfurt,2025-01-01 09:01:34,2025-01-01 09:01:34,Completed,Traffic conditions,77.65,Wednesday,9,1,4.6,2,Foggy,High,Laura Thomas
0b715ebe-42f3-492f-a3b9-ece56eb1b2b8,1367,2367,Wumouth,North Jeremyborough,2025-01-01 01:17:59,2025-01-01 08:45:27,Completed,Driver requested offline trip,73.03,Wednesday,1,0,4.9,3,Stormy,Low,Sarah Davis
fa084ef4-6b02-4897-9050-9c8107d4b8f4,5814,6814,Sheltontown,Robinville,2025-01-01 03:05:15,2025-01-01 03:05:15,Completed,Driver requested offline trip,53.35,Wednesday,3,0,4.3,3,Clear,Low,Sarah Davis
e11f9ee7-fe29-4c29-9c3d-05a3a5e8d651,3942,4942,Port Thomas,Port Courtney,2025-01-01 01:54:03,2025-01-01 08:20:43,Cancelled,Driver requested offline trip,66.88,Wednesday,1,0,4.4,4,Clear,Low,Sophia Harris
9121229b-8fc4-4cd7-bc70-e6b929b2c165,1403,2403,New Amy,Stephanietown,2025-01-01 05:28:54,2025-01-01 10:20:17,Completed,Other,66.28,Wednesday,5,0,4.3,0,Foggy,Low,James White
b70841b1-dc0e-4467-9830-b9b7aa876171,5645,6645,Port Debraburgh,Walkertown,2025-01-01 03:23:07,2025-01-01 09:32:12,Completed,Traffic conditions,9.22,Wednesday,3,0,4.6,2,Stormy,Low,Daniel Anderson
24af5f96-0a66-49b6-8371-e30050c6a0ac,6655,7655,Lake Douglas,Hartmouth,2025-01-01 06:10:38,2025-01-01 07:33:15,Completed,Customer no-show,90.59,Wednesday,6,0,3.7,1,Clear,Low,John Smith
bfdab6e0-5fcd-46d9-ab48-21295ea04ee7,1950,2950,Lewisbury,East Johnchester,2025-01-01 06:04:54,2025-01-01 13:02:48,Completed,,70.11,Wednesday,6,0,4.4,2,Clear,Low,Laura Thomas
d936683f-755b-4c81-b892-703007cc757e,3782,4782,South Destinyfurt,Jamesstad,2025-01-01 08:27:11,2025-01-01 08:27:11,Completed,Customer no-show,71.25,Wednesday,8,1,4.8,2,Stormy,High,Jessica Martinez
85e7b631-9abb-4fb9-bc4f-f38f6ed3f68e,1020,2020,Karenfurt,Jonesstad,2025-01-01 00:16:08,2025-01-01 00:44:46,Completed,Customer no-show,93.18,Wednesday,0,0,3.9,2,Foggy,Low,James White
7bcdac6f-708e-4c8a-aa73-3d1ce1eb860b,1230,2230,Simmonsbury,Tammymouth,2025-01-01 12:22:48,2025-01-01 12:22:48,Cancelled,Traffic conditions,91.27,Wednesday,12,0,4.4,4,Stormy,Medium,Laura Thomas
673b3dcf-2c9f-4139-991d-af5491ae6d10,5188,6188,Lake Barbara,Vaughnburgh,2025-01-01 08:17:31,2025-01-01 08:17:31,Completed,Driver requested offline trip,68.73,Wednesday,8,1,4.4,1,Foggy,High,James White
704584c0-23ab-4db8-ac1f-56906bb95b29,1669,2669,Porterfort,Lake Jennifer,2025-01-01 03:48:25,2025-01-01 06:46:53,Cancelled,Customer no-show,73.59,Wednesday,3,0,3.8,3,Rainy,Low,Laura Thomas
3cf99d9e-8dce-4fbd-a021-4547d031ab77,1219,2219,Jenniferhaven,Laurenhaven,2025-01-01 05:56:21,2025-01-01 05:56:21,Completed,Customer no-show,17.52,Wednesday,5,0,4.5,0,Stormy,Low,Emily Johnson
42962bf4-d0f1-4437-9a24-79cab3ba74bf,6008,7008,Sandershaven,Jonesshire,2025-01-01 04:47:09,2025-01-01 09:07:32,Cancelled,Driver requested offline trip,41.85,Wednesday,4,0,4.8,1,Foggy,Low,David Wilson
80437a70-b774-4478-b4a3-b4ca312bc9c9,5025,6025,North Katiemouth,New Doris,2025-01-01 03:57:08,2025-01-01 08:59:34,Completed,Driver requested offline trip,42.67,Wednesday,3,0,4.5,1,Clear,Low,Michael Brown
2855d39e-915d-49be-bb06-4c0f9e9dbfaf,4572,5572,West Mariafort,Edwardchester,2025-01-01 06:07:51,2025-01-01 08:56:23,Cancelled,Traffic conditions,36.27,Wednesday,6,0,4.3,3,Stormy,Low,Sarah Davis
454b3bb5-8b47-4f73-8063-fbd3c4160ebf,3514,4514,Lake Nicholasfurt,Kathrynborough,2025-01-01 05:19:17,2025-01-01 07:04:26,Completed,,94.36,Wednesday,5,0,4.3,0,Clear,Low,David Wilson
8171f2b6-a043-4b40-8142-deb09ae350cb,5391,6391,Frederickshire,Juarezport,2025-01-01 01:55:41,2025-01-01 09:17:18,Cancelled,Traffic conditions,92.67,Wednesday,1,0,3.8,3,Stormy,Low,Michael Brown
78629827-833b-49d9-8e5d-10b9f5ef2192,1586,2586,East Robert,Kimberlyside,2025-01-01 12:51:56,2025-01-01 12:51:56,Completed,Driver requested offline trip,68.49,Wednesday,12,0,3.9,5,Clear,Medium,John Smith
a5bb437d-e741-4742-88b8-b478144db926,2913,3913,Rachelton,Livingstonview,2025-01-01 05:09:07,2025-01-01 12:36:56,Completed,Traffic conditions,16.2,Wednesday,5,0,5.0,0,Rainy,Low,Sarah Davis
213e3719-f70f-470c-b076-11d23c53cda7,6378,7378,Brittneyburgh,Salazarbury,2025-01-01 11:22:48,2025-01-01 11:22:48,Completed,Driver requested offline trip,56.98,Wednesday,11,0,4.0,3,Stormy,Medium,Michael Brown
7f247a46-9259-4c3f-961b-e05ad7f9fc0d,5432,6432,Bookerhaven,Michelleborough,2025-01-01 07:34:23,2025-01-01 07:34:23,Completed,Traffic conditions,68.53,Wednesday,7,1,4.3,5,Clear,High,Sarah Davis
198d6ea0-df78-408d-b409-92b7f67995f6,5348,6348,South Carol,Port Tonyaburgh,2025-01-01 06:48:39,2025-01-01 06:48:39,Completed,Customer no-show,83.05,Wednesday,6,0,4.3,1,Clear,Low,Laura Thomas
c5651a63-f7f5-4809-bcfe-db71f781a619,4830,5830,Markburgh,New Bradley,2025-01-01 07:28:47,2025-01-01 07:28:47,Completed,Customer no-show,36.12,Wednesday,7,1,3.8,2,Foggy,High,Sophia Harris
1d3f876b-485e-49e3-b40d-b82ed817b7d1,4480,5480,Port Brett,West Mary,2025-01-01 00:44:40,2025-01-01 03:33:28,Completed,,79.81,Wednesday,0,0,4.1,0,Rainy,Low,Michael Brown
de7b8224-70bd-4fd4-a4fe-40d587c00d01,5578,6578,East Joshua,East Keith,2025-01-01 09:49:48,2025-01-01 11:56:02,Completed,Traffic conditions,99.7,Wednesday,9,1,3.8,1,Clear,High,David Wilson
72eede39-1415-432a-9413-48512311d5f9,1778,2778,North Johnchester,New Stephanie,2025-01-01 04:03:07,2025-01-01 08:05:32,Completed,Driver requested offline trip,18.01,Wednesday,4,0,4.6,2,Rainy,Low,James White
35420d35-f5b7-4986-967b-78d321c517f9,3315,4315,Lake Richard,Mcclurefurt,2025-01-01 05:42:04,2025-01-01 06:46:55,Completed,Traffic conditions,31.43,Wednesday,5,0,5.0,2,Clear,Low,Laura Thomas
622bd578-a4db-4199-be86-67f8984a3711,2019,3019,North Michael,Reedville,2025-01-01 03:20:47,2025-01-01 08:25:54,Completed,Driver requested offline trip,13.16,Wednesday,3,0,4.9,2,Foggy,Low,Jessica Martinez
33ff2d18-1637-43f3-be86-3c6fd12af2e0,2607,3607,South Adrienne,Danielside,2025-01-01 01:03:39,2025-01-01 05:02:11,Completed,Traffic conditions,50.88,Wednesday,1,0,3.6,5,Foggy,Low,David Wilson
38e5f147-2ded-4f84-8a48-93f8ea86cc28,3506,4506,West Margaret,New David,2025-01-01 05:17:15,2025-01-01 11:00:05,Cancelled,,70.77,Wednesday,5,0,3.7,4,Rainy,Low,Daniel Anderson
f0a522ee-1136-470d-8144-3ac4a27b0e00,3808,4808,Port Rebeccafurt,New Jacobmouth,2025-01-01 03:39:21,2025-01-01 08:53:32,Completed,Driver requested offline trip,21.27,Wednesday,3,0,3.7,1,Rainy,Low,Emily Johnson
97be6001-0b33-466d-8a69-3e290669313d,5589,6589,Crystalview,Lake Monica,2025-01-01 09:55:54,2025-01-01 09:55:54,Completed,Driver requested offline trip,65.31,Wednesday,9,1,4.5,2,Rainy,High,Sarah Davis
5cd6a0f7-da63-4763-8b84-3361f9e4d0ec,4214,5214,Pinedatown,West Benjamin,2025-01-01 11:58:53,2025-01-01 11:58:53,Completed,Customer no-show,53.5,Wednesday,11,0,4.5,1,Clear,Medium,Sarah Davis
e2ebf8e8-4a1f-464f-9855-7c89cc3d7922,2492,3492,Bethbury,Carloshaven,2025-01-01 10:55:50,2025-01-01 10:55:50,Cancelled,Driver requested offline trip,18.26,Wednesday,10,1,4.1,0,Foggy,Medium,Laura Thomas
87e69a24-8b8d-491f-8090-a3cde44d25e0,5985,6985,New Juliaville,Mirandahaven,2025-01-01 04:02:29,2025-01-01 04:02:29,Completed,Customer no-show,85.81,Wednesday,4,0,4.3,5,Foggy,Low,Sarah Davis
3e9e419d-a20a-4063-bacf-16760a678981,6248,7248,New Samanthaville,Port David,2025-01-01 07:44:58,2025-01-01 08:38:25,Cancelled,,33.86,Wednesday,7,1,4.8,5,Stormy,High,James White
f44ea9ad-1471-444d-ac6e-d053af7657df,5341,6341,Clarkburgh,Michaelhaven,2025-01-01 13:10:18,2025-01-01 13:10:18,Completed,Traffic conditions,84.06,Wednesday,13,0,4.2,5,Clear,Medium,Sarah Davis
9a9058c6-b74d-4464-ba57-2a610996404c,4661,5661,Cherylshire,Lake Seanshire,2025-01-01 07:27:55,2025-01-01 10:36:26,Completed,Customer no-show,63.34,Wednesday,7,1,4.3,3,Clear,High,Laura Thomas
8eb784b2-cbdb-4011-a121-d25a34c46e04,5488,6488,New Nancy,South Meganview,2025-01-01 12:39:14,2025-01-01 12:39:14,Completed,Traffic conditions,67.67,Wednesday,12,0,4.0,0,Rainy,Medium,John Smith
9b47ecff-b5d7-4456-99bd-5e51e77085a0,3878,4878,Jonathanberg,North James,2025-01-01 04:59:19,2025-01-01 06:22:31,Completed,Other,76.79,Wednesday,4,0,3.8,2,Rainy,Low,James White
d90c5f41-5d4e-4145-913f-354143387fc2,2594,3594,Port Diana,North Marisa,2025-01-01 11:40:41,2025-01-01 11:40:41,Completed,Driver requested offline trip,70.41,Wednesday,11,0,3.7,1,Foggy,Medium,John Smith
a652826f-6ea8-4c8f-8579-3b0fd0ecdf13,1518,2518,Lake Kurt,Davidberg,2025-01-01 07:22:26,2025-01-01 07:22:26,Completed,,83.59,Wednesday,7,1,4.7,3,Rainy,High,Emily Johnson
8682f3fd-c0d2-402c-a806-b68e58097dce,1322,2322,Port Christopher,Joseville,2025-01-01 06:49:29,2025-01-01 06:49:29,Cancelled,Customer no-show,16.31,Wednesday,6,0,4.6,1,Stormy,Low,Sophia Harris
aab7164b-bc2a-4fe4-8699-8e55f4e6f2a5,6265,7265,Hudsonview,Port Denise,2025-01-01 10:32:35,2025-01-01 10:32:35,Completed,Traffic conditions,47.1,Wednesday,10,1,5.0,0,Stormy,Medium,David Wilson
411bb3b2-5fb5-43ea-ad29-3d760396e499,6636,7636,Kathrynmouth,West Maria,2025-01-01 03:35:44,2025-01-01 08:14:58,Completed,Other,57.47,Wednesday,3,0,3.6,1,Foggy,Low,Laura Thomas
ad182935-61aa-4d47-9caf-5dc57f344210,5100,6100,Portershire,Brittanystad,2025-01-01 09:11:11,2025-01-01 09:11:11,Completed,Customer no-show,86.78,Wednesday,9,1,3.5,0,Rainy,High,Daniel Anderson
b19b8bf3-3e68-45ba-8aa8-df0c368fd5b1,4690,5690,Port Christophertown,Michaelville,2025-01-01 01:32:50,2025-01-01 01:32:50,Completed,Driver requested offline trip,5.6,Wednesday,1,0,3.5,3,Clear,Low,James White
6afec91e-e018-4c5a-851b-ab5b0a7dfdb6,1218,2218,Port Brianburgh,North Kathleen,2025-01-01 07:50:46,2025-01-01 07:50:46,Completed,Driver requested offline trip,92.22,Wednesday,7,1,4.6,2,Rainy,High,James White
836a2c34-5a3b-45f3-b3c0-eaad85fb44e6,3656,4656,West Manuelmouth,Maryville,2025-01-01 02:31:46,2025-01-01 07:11:58,Completed,Driver requested offline trip,9.61,Wednesday,2,0,4.1,0,Foggy,Low,Laura Thomas
bf772e39-6830-495d-8a60-a9acd1e6d5ff,3389,4389,North Brad,East Rebeccastad,2025-01-01 10:12:56,2025-01-01 10:56:00,Completed,,87.0,Wednesday,10,1,4.6,5,Foggy,Medium,Michael Brown
c735d754-3a37-437b-a410-bd1e27793140,1361,2361,West Rodney,Port Evelyn,2025-01-01 09:56:58,2025-01-01 09:56:58,Completed,Customer no-show,60.71,Wednesday,9,1,4.1,0,Foggy,High,John Smith
33603be6-1f29-4461-9e19-8f5e56bf6581,5376,6376,West Dustin,Thomasstad,2025-01-01 10:42:59,2025-01-01 12:11:46,Cancelled,Driver requested offline trip,10.75,Wednesday,10,1,4.2,2,Clear,Medium,Sophia Harris
08e7d9e8-9b19-43b3-8127-2fdbee14f94a,4337,5337,New Alantown,Cannonville,2025-01-01 11:43:54,2025-01-01 11:43:54,Completed,,10.8,Wednesday,11,0,4.9,2,Stormy,Medium,Sophia Harris
44fc1158-7054-42c1-8ff5-82533f91b7e3,4011,5011,Juanstad,North Joel,2025-01-01 08:43:48,2025-01-01 11:12:22,Completed,Traffic conditions,47.69,Wednesday,8,1,4.3,3,Rainy,High,Emily Johnson
3bb01b97-0290-4793-a2eb-af461491049e,3319,4319,East Karenland,Wrightland,2025-01-01 02:57:38,2025-01-01 02:57:38,Completed,Driver requested offline trip,9.68,Wednesday,2,0,4.1,0,Stormy,Low,James White
fe1f91e4-addd-43a1-8aa4-d24e4086ae9a,2053,3053,Riosborough,Alexanderberg,2025-01-01 08:33:47,2025-01-01 11:02:37,Completed,Customer no-show,81.87,Wednesday,8,1,4.9,3,Rainy,High,Sophia Harris
ba4529eb-346e-4cf2-b6cb-7abde2561d3e,6141,7141,Port Christopherbury,Cynthiashire,2025-01-01 00:19:46,2025-01-01 02:28:50,Completed,,54.07,Wednesday,0,0,4.4,1,Clear,Low,Sarah Davis
